A1_Nquest,DIAENTR,MESENTR,ANOENTR,D1A_ID,D1A_FAIXAID,D2_SEXO,D3_ESCOLA,RAMOATIV,RAMOCHEFEF,OCUPA,UF,CID,REG,Q1,Q2,Q3,Q401,Q402,Q403,Q404,Q405,Q406,Q407,Q501,Q502,Q503,Q504,Q505,Q601,Q602,Q603,Q604,Q7,Q8,Q9,Q10A,Q10B,Q11,Q12P1_A,Q12P1_B,Q12P2_A,Q12P2_B,Q12G_1A,Q12G_2,Q12S1,Q12S2,Q12CD,Q12CD_recode,Q12AL,Q12AL_recode,Q13A,Q13B,Q13B_2,Q13B2A,Q13G1,Q13G2,Q13S,Q13CD,Q13CD_recode,Q13AL,Q13AL_recode,Q14A,Q14B,Q1501,Q1502,Q1503,Q1504,Q1505,Q1506,Q1507,Q1508,Q1509,Q1510,Q1511,Q1512,Q1513,Q1514,Q1515,Q1516,Q1517,Q1518,Q1519,Q1520,Q1521,Q1522,Q1523,Q1524,Q1525,Q1526,Q1601,Q1602,Q1603,Q1604,Q1605,Q1606,Q1607,Q1608,Q1609,Q1610,Q1611,Q1612,Q1613,Q1614,Q1615,Q1616,Q1617,Q1618,Q1619,Q1620,Q1621,Q1701,Q1702,Q1703,Q1704,Q1705,Q1706,Q1707,Q1708,Q1709,Q1710,Q1711,Q1712,Q1713,Q1714,Q1715,Q1716,Q1717,Q1718,Q1719,Q1720,Q1721,Q1722,Q1723,Q1724,Q1725,Q1726,Q18,Q21,Q22A,Q22B,Q22C,Q22D,P1,P1A,D5_1,D5_2,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P301,P302,P303,P304,P305,P306,P307,P308,P309,P310,P311,P312,P401,P402,P403,P404,P405,P406,P407,P408,P409,P410,P411,P412,P5,P601,P602,P603,P604,P605,P606,P607,P608,P609,P610,P611,P612,P613,P614,P615,P616,P7_aberta_agregada,P8,P9,P1001,P1002,P1003,P1004,P1101,P1102,P1103,P1104,P1105,P12,P13_aberta_agregada,P14A,P14B,P15,P1601,P1602,P1603,P1604,P1605,P1606,P1607,P1608,P1609,P1610,P1611,P1701,P1702,P1703,P1704,P1705,P1706,P1707,P1708,P1709,P1710,P1711,P1712,P1713,P18,P19,P20,P2101,P2102,P2103,P2104,P2105,P2106,P22,P24,P25,P26,P27,P28,P28A,P28B,P29,P30,D4,D7,D8,D8A,D6,D9,D9A,D9B_FAIXA_RENDAF,D11,D10,D10A,D12,D12A,D14,D15,D16,D20,DIAANIVER,MESANIVER,ANOANIVER,A3
11,17,11,2018,23,2,1,2,10,99,4,12,1,1,3,3,5,4,1,4,4,2,1,1,2,5,2,4,5,3,1,2,1,1,1,4,5,99,4,6,99,6,99,9999,9999,9999,9999,9999,999,9999,999,1,2,1,2,1204,1204,1203,9998,3,9998,3,5,5,0,0,0,0,6,0,0,4,0,0,5,5,0,0,0,0,6,0,0,4,0,0,0,0,0,5,0,0,0,0,0,7,10,8,7,0,6,96,0,0,96,96,0,0,96,0,0,1,96,3,6,7,6,96,5,6,96,7,5,96,3,96,96,6,96,96,4,4,96,96,96,96,4,10,2,2,2,99,99,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,5,2,5,6,2,2,2,1,2,2,2,3,2,2,2,4,2,1,4,3,4,3,5,2,5,5,8,3,6,5,8,6,5,8,6,1,1,5,5,1,1,1,5,4,2,5,1,18,2,99,1,10,8,9,8,10,9,9,7,8,9,5,1,1,2,4,2,1,4,4,5,2,2,2,5,1,1,1,5,5,5,5,5,4,4,1,2,1,1,2,4,999,1,1,3,16,9999,999,999,1500,999,2,2,5,1,8,2,1,2,1,8,15,2,1995,1
12,17,11,2018,45,5,1,2,10,99,4,12,1,1,3,3,2,1,1,5,1,2,1,1,5,5,5,1,4,1,2,3,1,1,1,5,5,99,4,1,9,1,2,1205,9999,1201,1204,764,1,769,1,1,2,1,2,1204,1204,9998,764,1,771,1,2,5,0,0,96,5,0,4,96,4,96,96,96,9,96,4,0,96,96,5,96,96,96,96,0,96,96,96,0,0,0,0,0,3,10,0,4,5,8,7,2,0,5,0,0,0,0,0,0,0,0,0,96,0,96,96,0,96,96,96,10,96,0,0,96,96,10,10,0,96,96,0,96,96,96,10,4,2,1,13,3,1,45,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,5,4,2,5,4,4,6,6,3,2,6,2,4,3,2,4,3,3,4,4,2,2,4,3,2,0,4,1,2,2,0,7,5,4,0,3,5,4,2,1,0,6,2,2,1,1,4,1,1,1,1,1,1,1,50,99,1,2,9,5,9,5,5,7,5,1,5,5,1,5,1,5,1,5,1,5,3,4,1,1,1,1,5,1,1,5,5,5,5,5,1,4,2,1,4,97,1,5,3,2,1,3,16,9999,999,999,954,999,1,6,3,9999,7,1,1,2,1,1,24,2,1973,1
13,18,11,2018,55,6,2,1,10,99,4,12,1,1,3,4,3,2,1,2,3,5,2,1,3,2,3,3,3,2,4,3,4,2,3,4,5,99,3,1,60,1,2,9960,9999,9960,9960,765,1,766,1,1,98,1,98,9998,9998,9998,9998,3,9998,3,3,1,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,5,96,96,3,0,96,10,5,96,0,96,96,5,96,2,96,5,0,96,96,0,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,96,96,96,96,96,96,96,96,7,4,2,2,99,99,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,5,5,2,3,3,2,3,2,2,4,2,2,4,4,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,8,8,2,2,4,5,2,2,3,2,4,1,998,5,99,8,1,1,1,1,98,98,98,98,1,98,1,5,1,5,2,4,1,4,2,3,5,2,2,5,8,5,2,2,1,4,5,4,2,4,2,10,999,97,2,4,999,2,1,3,10,9999,999,999,954,999,1,4,5,1,8,2,1,2,7,4,7,9,1963,1
14,18,11,2018,25,3,2,2,10,99,4,12,1,1,4,4,5,1,2,5,1,5,1,1,1,3,2,1,1,4,3,4,2,3,1,5,5,99,5,1,9,1,2,1203,9999,1202,1206,9998,3,9998,3,1,98,1,1,1204,1203,1202,9998,3,9998,3,5,5,0,96,96,96,9,96,96,7,96,96,96,96,96,8,96,96,96,96,96,8,96,96,96,96,96,8,4,96,96,2,0,4,10,7,96,0,96,96,9,96,96,96,0,0,96,96,0,0,0,0,0,10,10,0,10,0,0,0,10,0,10,0,0,10,0,0,10,0,0,0,0,0,10,0,4,2,2,99,99,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,6,5,6,6,2,2,6,1,3,1,1,3,3,3,3,3,1,3,3,3,2,5,5,5,5,3,5,9,9,10,8,5,2,3,5,5,5,998,8,8,1,1,2,2,5,1,8,5,5,1,15,99,2,1,5,1,4,5,4,2,2,4,10,5,10,5,5,5,2,5,1,1,5,5,1,1,2,2,1,5,1,5,5,5,5,5,1,4,2,5,1,12,1,4,3,2,2,2,10,9999,999,999,954,999,1,2,5,144,8,2,1,2,1,2,14,11,1993,1
15,11,11,2018,56,6,1,6,3,99,3,13,2,1,3,3,1,1,1,5,1,1,4,1,1,5,5,1,1,1,1,1,1,4,1,5,5,99,5,1,60,1,60,1306,1306,9960,9960,9960,4,9960,4,1,2,1,2,1307,1305,9998,9998,3,9998,3,3,5,5,96,5,96,5,96,96,5,96,96,96,5,5,5,96,96,5,5,96,96,5,5,96,96,96,96,5,96,96,5,5,5,5,5,5,5,96,96,5,96,5,96,5,5,96,5,0,1,1,2,5,5,5,5,8,5,5,9,1,5,0,5,8,0,5,9,5,1,0,5,8,8,1,5,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,6,1,6,6,6,2,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,8,8,1,1,2,1,1,1,1,1,5,1,15,2,99,2,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,5,5,1,5,5,5,5,5,1,5,3,1,5,1,5,5,5,1,3,2,2,97,2,2,3,999,2,2,3,3,5,2,1,1500,999,2,5,4,9999,8,2,1,2,1,4,19,4,1962,1
16,11,11,2018,18,2,2,2,7,99,3,13,2,1,2,2,3,1,1,5,1,5,1,1,3,3,5,1,2,1,2,1,1,1,1,5,5,99,3,1,9,1,2,1306,1306,1303,1305,9950,4,9950,4,3,99,3,99,9999,9999,9999,9999,999,9999,999,3,3,0,2,0,2,2,0,0,0,5,96,96,96,0,0,96,96,1,0,0,3,0,2,1,96,3,1,8,0,3,2,1,2,10,3,96,0,96,96,5,1,96,96,1,4,2,96,0,0,96,0,4,4,0,96,0,8,96,10,1,1,1,96,96,96,0,1,1,96,0,1,2,5,96,7,4,2,2,99,99,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,3,2,4,5,2,1,2,6,4,1,2,2,2,2,3,3,2,1,2,4,3,1,4,2,2,1,1,2,3,1,1,1,0,1,2,5,4,1,22,2,2,1,5,3,4,1,1,1,2,5,1,20,99,1,2,8,8,8,4,7,6,8,6,8,4,9,5,3,5,2,1,2,3,3,4,2,2,2,5,2,1,1,5,5,5,5,5,1,4,3,2,4,12,2,3,999,2,1,3,3,5,9,3,2000,999,3,1,3,9999,7,1,1,2,1,3,14,7,2000,1
17,12,11,2018,26,3,2,6,10,99,4,13,2,1,3,3,3,1,4,5,1,4,1,1,2,2,5,1,1,1,3,1,1,1,1,5,5,99,3,1,14,1,1,1306,1306,9998,9998,540,1,9998,3,98,99,98,99,9999,9999,9999,9999,999,9999,999,5,5,2,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,96,2,1,4,0,4,0,3,8,4,5,4,0,0,0,2,0,96,0,0,98,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,96,98,98,4,2,2,99,99,8,999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,6,3,6,6,2,2,5,2,2,2,2,3,3,3,4,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,2,1,4,1,4,1,1,1,5,5,1,15,2,99,2,6,6,6,6,6,6,4,2,5,6,6,5,5,5,5,5,1,1,5,5,5,5,1,1,8,8,1,5,5,5,5,5,1,8,2,2,1,98,2,5,999,1,1,3,3,5,3,98,1200,999,2,2,5,121,8,2,1,2,1,2,14,5,1992,1
18,12,11,2018,25,3,1,4,4,99,2,13,2,1,3,1,2,2,1,5,2,2,1,2,1,4,5,1,2,1,2,1,1,1,1,5,1,50,2,1,9,1,2,1306,1306,9950,9950,9950,4,9950,4,1,98,98,99,9998,9999,9998,9998,3,9998,3,3,5,0,0,0,96,4,96,96,5,96,96,96,10,96,5,96,0,0,0,96,3,0,0,96,96,96,96,2,0,3,1,0,2,10,4,0,0,1,0,5,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,6,0,4,4,5,0,96,4,0,4,0,0,0,0,3,0,0,0,10,10,4,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,1,1,1,3,2,2,3,3,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,2,4,5,4,1,1,5,2,1,4,1,50,99,3,2,10,3,8,2,2,3,4,3,9,4,10,5,1,5,2,2,1,2,4,5,4,2,2,5,5,3,1,5,5,5,5,5,5,4,1,2,4,1,2,5,999,2,2,1,3,5,3,1,2000,999,3,3,3,9999,7,2,1,2,1,4,15,5,1993,1
19,14,11,2018,39,4,2,8,10,99,4,13,2,1,2,2,3,1,1,5,1,5,1,1,1,3,3,1,1,1,1,1,1,1,1,5,5,99,3,1,9,1,2,1306,1306,1306,1305,9950,4,9950,4,1,2,1,2,1305,1305,1304,9998,3,9998,3,3,3,0,0,0,0,2,0,0,0,2,0,96,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,8,0,96,0,0,5,6,1,1,0,1,96,5,0,1,96,1,96,96,2,0,0,96,0,96,3,0,3,0,8,96,96,3,0,0,96,96,0,0,0,3,0,96,0,0,0,96,8,4,2,2,99,99,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,4,5,2,1,3,6,3,3,3,2,2,2,3,4,2,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1,1,5,5,5,1,1,1,5,5,1,10,1,99,2,6,6,6,6,6,6,7,6,6,6,7,5,1,5,2,2,1,2,4,4,1,2,1,1,5,1,1,4,5,5,5,4,2,4,2,2,4,4,1,5,3,2,2,3,16,9999,999,999,4500,999,3,2,3,9999,7,2,1,1,1,4,14,9,1979,1
20,14,11,2018,42,4,1,8,10,99,4,13,2,1,2,3,2,1,1,5,1,2,1,1,5,5,5,1,1,1,1,1,1,1,1,5,5,99,5,1,9,1,2,1306,1306,1308,1303,9998,3,1170,2,1,2,1,2,1305,1305,9998,9998,3,9998,3,5,5,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,7,96,7,0,0,0,8,0,7,8,0,0,0,0,0,96,0,0,0,0,0,10,0,10,10,0,10,10,10,0,0,10,10,0,10,10,10,10,10,10,10,10,0,10,0,96,10,10,4,2,2,99,99,2,999,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,6,2,2,6,6,2,2,5,2,1,2,1,4,2,2,4,4,1,2,4,3,1,0,3,3,3,5,3,5,0,0,0,0,0,0,4,0,0,12,1,2,5,5,1,5,1,1,3,5,5,1,10,99,1,2,4,1,1,1,1,3,4,1,5,1,3,5,1,5,3,5,1,5,2,2,5,1,1,5,5,3,2,5,5,5,5,5,5,2,1,5,4,2,1,4,2,2,2,1,10,9999,999,999,3700,999,3,5,3,9999,8,2,1,2,1,5,6,5,1976,1
21,14,11,2018,47,5,1,6,2,99,3,13,2,1,4,4,5,1,1,5,1,1,1,1,1,5,5,1,1,1,1,1,1,4,4,5,5,99,5,1,5,1,1,1301,1301,1303,1308,9998,3,9998,3,1,2,1,2,9998,9998,9998,9998,3,9998,3,5,5,5,96,96,96,96,5,96,5,96,96,96,96,96,96,96,0,96,5,96,96,96,5,96,96,96,96,5,0,0,5,5,0,5,0,0,5,5,5,0,0,0,0,5,0,0,5,0,5,96,96,96,5,96,96,96,5,96,96,96,96,5,96,5,5,5,96,96,5,96,5,96,96,96,5,5,2,2,99,99,1,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,2,1,5,5,5,1,1,1,1,1,4,10,1,99,2,10,10,10,10,10,10,10,10,10,10,10,5,1,1,1,5,1,1,4,5,5,1,1,1,1,5,1,5,4,5,5,5,1,2,2,8,4,2,8,4,999,2,2,3,3,5,2,2,1200,999,2,5,97,9999,2,3,1,2,1,5,18,2,1971,1
22,23,11,2018,55,6,1,2,4,99,3,13,2,1,3,3,1,1,2,2,5,2,2,1,2,2,1,5,5,1,1,1,1,1,2,5,5,99,3,1,9,1,2,1301,1301,1306,1301,9960,4,9960,4,1,1,1,1,1305,1305,1304,9998,3,9998,3,5,5,0,2,3,96,3,2,2,2,96,96,96,96,2,0,0,6,2,2,96,2,96,96,96,96,4,96,2,0,0,2,0,2,5,2,96,0,3,96,96,2,96,96,0,0,0,2,0,0,96,1,96,2,2,3,0,5,96,96,96,96,0,0,2,2,2,96,3,96,1,2,96,2,96,7,4,2,2,99,99,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,6,6,2,2,2,2,1,3,1,3,3,3,3,3,1,1,3,3,1,5,3,3,0,0,5,2,2,5,0,2,4,2,2,1,2,13,1,1,4,5,1,1,1,1,4,5,1,1,20,1,99,2,10,8,8,5,5,5,5,1,6,5,6,5,5,2,1,1,2,5,2,5,2,5,1,5,2,1,1,5,5,5,5,5,1,4,2,1,99,2,2,4,999,2,1,1,3,5,3,3,3000,999,3,2,3,9999,2,3,1,2,1,3,25,1,1963,2
23,14,11,2018,65,7,1,3,3,99,3,13,2,1,3,3,2,1,1,5,2,5,2,1,4,2,2,5,5,1,4,1,1,2,2,5,1,98,2,1,9,1,2,1301,1301,1306,1309,9998,3,9998,3,1,1,1,1,1305,1305,1304,9998,3,9998,3,5,5,0,96,2,96,3,3,96,1,6,96,1,8,96,0,0,5,2,96,96,96,96,96,96,96,2,96,1,0,0,1,0,0,8,0,96,0,2,96,96,0,0,0,0,0,0,0,0,0,7,0,96,5,1,5,0,8,96,5,1,96,0,0,5,96,0,3,5,5,0,1,96,0,96,6,4,2,2,99,99,2,999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,5,5,5,2,5,2,2,1,3,1,3,3,3,3,3,1,3,3,3,1,2,2,2,0,2,2,2,2,1,0,2,5,0,2,2,2,13,1,1,5,5,1,1,1,1,5,5,1,1,20,3,99,2,10,5,7,6,5,5,5,1,3,5,1,5,5,4,4,1,4,4,4,5,5,5,1,5,5,1,1,5,5,5,5,5,1,4,2,1,4,2,2,5,999,1,1,6,3,5,2,1,1900,999,2,2,3,9999,8,2,1,2,1,4,7,7,1953,2
24,14,11,2018,24,2,2,4,10,99,4,13,2,1,2,3,3,4,2,5,2,5,1,4,5,4,5,1,4,2,1,1,1,1,4,5,5,99,3,1,9,1,2,1303,1306,1306,9998,773,1,9998,3,1,1,1,1,1305,1305,1303,9998,3,9998,3,4,4,0,2,3,96,1,3,96,0,96,96,3,7,2,2,2,96,5,96,96,5,96,4,2,96,96,2,4,0,0,0,1,9,9,2,1,0,96,0,8,1,96,96,1,0,96,1,1,1,96,3,96,2,96,96,0,96,96,7,9,7,2,2,96,3,2,2,7,96,7,2,96,3,96,8,4,2,2,99,99,1,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,8,5,2,6,5,1,2,6,2,3,3,3,3,2,2,3,3,1,3,4,3,1,3,1,1,6,2,2,10,6,9,4,3,5,5,3,2,1,12,1,1,5,1,1,2,2,1,1,5,1,2,10,99,1,1,5,6,5,6,3,5,5,5,4,5,4,5,1,5,1,2,1,2,4,4,4,1,1,2,1,3,2,5,5,5,5,5,1,4,1,5,1,7,2,4,999,2,1,1,16,9999,999,999,954,999,1,2,5,15,8,2,1,2,1,3,29,3,1994,2
25,14,11,2018,19,2,1,5,10,99,4,13,2,1,3,3,3,2,1,5,2,3,1,2,2,2,4,5,2,2,2,1,2,3,2,3,5,99,4,4,99,1,2,9999,1306,9999,9999,9999,999,9999,999,3,99,3,99,9999,9999,9999,9999,999,9999,999,5,5,0,96,96,96,5,96,96,5,4,96,96,3,96,2,96,96,2,96,3,3,96,1,96,96,96,96,0,96,96,1,0,0,10,0,96,0,0,96,9,0,7,96,1,0,96,0,0,0,96,96,96,4,96,96,4,96,96,96,96,96,2,96,96,3,96,96,96,96,3,96,96,96,96,10,4,2,2,99,99,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,2,5,2,1,1,2,2,2,3,3,3,1,3,4,2,1,6,5,5,7,7,6,6,7,8,6,5,6,6,8,7,7,998,2,1,2,2,2,2,1,2,1,1,2,1,998,2,99,2,9,6,5,7,8,8,5,5,6,9,8,5,2,4,5,1,2,2,2,3,2,2,2,2,5,1,1,3,3,3,5,5,1,4,1,1,5,1,1,4,3,2,1,3,16,9999,999,999,954,999,1,1,5,2,8,2,1,1,1,3,11,12,1999,2
26,14,11,2018,34,3,2,6,10,99,4,13,2,1,4,4,5,3,1,4,5,5,1,5,4,4,5,3,3,1,2,1,1,4,5,5,5,99,4,1,9,1,2,1304,1306,1306,1303,9998,3,9998,3,1,2,1,2,1305,1305,1303,9998,3,9998,3,3,3,0,96,2,96,5,96,96,2,96,96,96,3,96,3,6,96,96,96,4,3,96,5,96,96,96,96,3,96,96,2,3,96,8,2,96,4,96,96,96,96,4,96,96,4,96,96,5,2,96,96,96,5,96,96,6,96,96,96,96,96,4,4,96,96,96,96,96,96,96,96,96,96,96,5,5,2,2,99,99,2,999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,4,4,4,6,2,2,2,2,2,3,3,3,3,2,2,4,2,2,3,5,4,3,4,5,3,4,6,4,3,4,3,4,2,5,70,2,8,4,2,4,4,4,1,4,5,2,1,50,99,1,1,5,5,3,3,4,4,5,4,4,3,6,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,4,5,5,5,5,4,2,2,4,14,1,6,5,2,2,1,14,9999,999,999,954,999,1,2,5,1,8,2,1,2,1,5,11,4,1984,2
27,14,11,2018,54,5,2,2,1,99,3,13,2,1,3,4,2,2,5,5,4,1,4,5,2,4,7,3,7,1,1,1,1,1,1,5,5,99,4,1,9,1,2,1306,1306,9998,9998,9998,3,9998,3,1,2,1,2,9998,9998,9998,9998,3,9998,3,5,5,5,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,99,99,2,999,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,1,2,6,2,3,3,3,3,3,3,3,3,3,3,4,3,2,0,0,1,3,3,0,4,4,1,0,2,0,4,4,5,5,998,1,8,1,1,5,4,1,5,1,1,1,1,998,1,99,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,8,5,4,8,8,4,8,8,8,8,8,5,1,1,5,1,1,4,2,6,1,2,1,6,5,2,1,3,3,5,1,2,954,999,1,1,5,1,1,4,1,2,1,3,25,6,1964,2
28,14,11,2018,45,5,2,8,6,99,3,13,2,1,2,1,2,3,1,5,1,5,1,1,2,1,2,2,1,1,3,3,3,1,2,5,5,99,5,1,5,1,1,1301,1301,1306,1309,9998,3,1135,3,1,2,1,2,1307,9998,9998,9998,3,9998,3,5,5,0,96,0,96,0,2,96,0,96,96,0,0,0,0,0,3,0,0,96,0,96,0,0,96,96,96,4,0,0,0,5,96,5,0,0,5,0,96,96,96,96,96,0,3,96,0,0,2,0,0,96,0,0,96,0,96,96,2,0,0,0,0,2,0,0,96,0,0,0,0,0,0,96,5,4,2,2,99,99,1,35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,2,6,6,2,6,6,6,2,3,3,3,3,3,4,4,3,3,3,3,1,0,0,0,3,0,0,5,5,5,0,5,0,0,5,0,0,61,1,1,1,5,1,4,1,1,1,5,5,1,10,99,1,2,5,5,5,5,1,1,5,1,5,5,5,5,1,5,5,5,1,2,5,5,5,5,5,5,5,3,2,5,5,5,5,5,1,2,2,2,4,2,2,3,999,2,2,3,3,5,2,2,1908,999,2,3,3,9999,8,2,1,2,1,2,27,1,1973,2
29,14,11,2018,28,3,2,4,6,99,3,13,2,1,3,4,5,2,1,5,1,2,1,2,2,1,4,1,1,1,3,1,3,3,1,5,5,99,3,1,9,1,2,1306,1306,1309,1301,9998,3,9998,3,1,7,1,2,1303,1305,1306,9998,3,9998,3,5,5,5,96,96,96,4,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2,96,96,96,96,4,96,96,5,7,96,5,5,96,5,5,96,96,96,96,96,5,5,96,96,0,4,96,96,96,96,96,96,96,96,96,96,96,96,3,96,96,98,2,96,96,2,98,2,96,96,96,98,4,2,2,99,99,1,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,3,3,2,3,3,3,2,2,3,3,2,0,0,0,1,1,1,3,3,3,0,2,0,0,0,0,0,998,1,8,2,4,2,2,2,2,2,4,4,1,10,2,99,2,5,1,2,1,2,1,1,1,1,3,1,5,1,5,5,5,1,8,4,5,4,1,8,1,8,8,1,5,5,5,5,5,1,4,2,5,1,1,2,4,999,2,2,3,3,5,3,2,1000,999,2,4,3,9999,8,2,1,2,1,5,23,2,1990,2
30,14,11,2018,55,6,2,6,4,99,3,13,2,1,4,4,2,5,1,5,1,5,2,1,5,4,4,1,1,1,1,1,1,1,2,5,1,13,5,1,5,1,1,1306,1306,9998,9998,9998,3,9998,3,1,2,1,2,9998,9998,9998,9998,3,9998,3,5,5,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,8,96,96,96,96,9,96,96,96,96,96,96,96,8,96,96,96,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,5,5,5,5,6,5,5,6,2,1,1,3,3,3,3,3,4,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,2,1,5,1,2,2,1,1,5,5,1,10,99,2,2,8,8,8,8,8,8,8,8,8,8,8,5,1,5,5,5,1,5,1,4,2,1,1,5,4,3,2,4,2,2,4,5,1,1,2,6,1,3,1,6,5,1,1,3,3,5,3,2,1500,999,2,5,3,9999,9,1,1,2,1,6,12,2,1963,2
31,14,11,2018,35,4,2,6,10,99,4,13,2,1,2,2,2,1,1,2,1,4,2,1,1,2,4,1,1,1,1,1,1,1,1,5,5,99,4,1,9,1,2,1306,1306,1306,1306,9998,3,9998,3,1,7,1,2,1303,1303,1304,9998,3,9998,3,5,5,10,96,96,96,10,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,10,96,96,10,96,96,10,10,96,96,96,96,96,96,96,96,96,10,96,96,4,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,95,2,2,2,99,99,8,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,5,5,1,2,4,1,2,1,2,2,2,2,3,2,2,2,3,2,2,5,5,4,5,5,4,5,5,4,4,4,4,5,5,4,4,998,1,2,1,5,1,1,1,4,4,5,5,1,10,2,99,2,7,7,8,8,6,7,7,4,6,8,8,5,1,5,4,4,1,8,4,4,4,4,1,2,8,8,8,5,5,5,5,5,1,4,2,2,1,4,1,5,4,1,8,2,16,9999,999,999,1000,999,2,1,5,998,8,2,1,2,1,5,13,3,1983,2
